Citire din Bilet.csv,2020-05-02 19:59:23.767
Citire din Ruta.csv,2020-05-02 19:59:23.767
Citire din Masina.csv,2020-05-02 19:59:23.767
Citire din Bilet.csv,2020-05-04 17:33:17.671
Citire din Ruta.csv,2020-05-04 17:33:17.671
Citire din Masina.csv,2020-05-04 17:33:17.671
Citire din Bilet.csv,2020-05-04 17:33:40.37
Citire din Ruta.csv,2020-05-04 17:33:40.37
Citire din Masina.csv,2020-05-04 17:33:40.37
Citire din Oras.csv,2020-05-04 17:33:40.37
Citire din Bilet.csv,2020-05-04 17:34:21.606
Citire din Ruta.csv,2020-05-04 17:34:21.606
Citire din Masina.csv,2020-05-04 17:34:21.606
Citire din Oras.csv,2020-05-04 17:34:21.606
Citire din Bilet.csv,2020-05-04 17:39:40.651
Citire din Ruta.csv,2020-05-04 17:39:40.651
Citire din Masina.csv,2020-05-04 17:39:40.651
Citire din Oras.csv,2020-05-04 17:39:40.651
Citire din Oras.csv,2020-05-04 17:40:14.152
Citire din Ruta.csv,2020-05-04 17:40:14.152
Citire din Masina.csv,2020-05-04 17:40:14.152
Citire din Oras.csv,2020-05-04 21:39:44.586
Citire din Ruta.csv,2020-05-04 21:39:44.586
Citire din Masina.csv,2020-05-04 21:39:44.586
Citire din Oras.csv  ,  2020-05-04 23:40:53.669
Citire din Ruta.csv  ,  2020-05-04 23:40:53.669
Citire din Masina.csv  ,  2020-05-04 23:40:53.669
Citire din Oras.csv  ,  2020-05-04 23:48:08.361
Citire din Ruta.csv  ,  2020-05-04 23:48:08.361
Citire din Masina.csv  ,  2020-05-04 23:48:08.361
Citire din Bilet.csv  ,  2020-05-04 23:48:17.782
Citire din Ruta.csv  ,  2020-05-04 23:48:17.782
Citire din Masina.csv  ,  2020-05-04 23:48:17.782
Citire din Oras.csv  ,  2020-05-04 23:48:17.782
Citire din Bilet.csv  ,  2020-05-04 23:51:06.256
Citire din Ruta.csv  ,  2020-05-04 23:51:06.256
Citire din Masina.csv  ,  2020-05-04 23:51:06.256
Citire din Oras.csv  ,  2020-05-04 23:51:06.256
Citire din Bilet.csv  ,  2020-05-04 23:53:06.733
Citire din Ruta.csv  ,  2020-05-04 23:53:06.733
Citire din Masina.csv  ,  2020-05-04 23:53:06.733
Citire din Oras.csv  ,  2020-05-04 23:53:06.733
Citire din Bilet.csv  ,  2020-05-04 23:53:13.087
Citire din Ruta.csv  ,  2020-05-04 23:53:13.087
Citire din Masina.csv  ,  2020-05-04 23:53:13.087
Citire din Oras.csv  ,  2020-05-04 23:53:13.087
Citire din Bilet.csv  ,  2020-05-05 00:06:22.56
Citire din Ruta.csv  ,  2020-05-05 00:06:22.56
Citire din Masina.csv  ,  2020-05-05 00:06:22.56
Citire din Oras.csv  ,  2020-05-05 00:06:22.56
Citire din Bilet.csv  ,  2020-05-05 00:06:47.882
Citire din Ruta.csv  ,  2020-05-05 00:06:47.882
Citire din Masina.csv  ,  2020-05-05 00:06:47.882
Citire din Oras.csv  ,  2020-05-05 00:06:47.882
Citire din Bilet.csv  ,  2020-05-05 00:08:12.594
Citire din Ruta.csv  ,  2020-05-05 00:08:12.594
Citire din Masina.csv  ,  2020-05-05 00:08:12.594
Citire din Oras.csv  ,  2020-05-05 00:08:12.594
Scriere in Bilet.csv  ,  2020-05-05 00:08:12.594
Scriere in Masina.csv  ,  2020-05-05 00:08:12.594
Citire din Oras.csv  ,  2020-05-06 00:25:34.758
Citire din Ruta.csv  ,  2020-05-06 00:25:34.758
Citire din Masina.csv  ,  2020-05-06 00:25:34.758
Citire din Oras.csv  ,  2020-06-11 14:59:44.567
Citire din Ruta.csv  ,  2020-06-11 14:59:44.567
Citire din Masina.csv  ,  2020-06-11 14:59:44.567
Citire din Oras.csv  ,  2020-06-11 15:10:32.905
Citire din Ruta.csv  ,  2020-06-11 15:10:32.905
Citire din Masina.csv  ,  2020-06-11 15:10:32.905
Citire din Oras.csv  ,  2020-06-11 15:14:57.594
Citire din Ruta.csv  ,  2020-06-11 15:14:57.594
Citire din Masina.csv  ,  2020-06-11 15:14:57.594
Citire din Oras.csv  ,  2020-06-11 15:15:21.775
Citire din Ruta.csv  ,  2020-06-11 15:15:21.775
Citire din Masina.csv  ,  2020-06-11 15:15:21.775
Citire din Oras.csv  ,  2020-06-11 15:21:19.927
Citire din Ruta.csv  ,  2020-06-11 15:21:19.927
Citire din Masina.csv  ,  2020-06-11 15:21:19.927
Citire din Oras.csv  ,  2020-06-11 15:21:36.748
Citire din Ruta.csv  ,  2020-06-11 15:21:36.748
Citire din Masina.csv  ,  2020-06-11 15:21:36.748
Citire din Oras.csv  ,  2020-06-11 15:23:05.87
Citire din Ruta.csv  ,  2020-06-11 15:23:05.87
Citire din Masina.csv  ,  2020-06-11 15:23:05.87
Citire din Oras.csv  ,  2020-06-11 15:26:01.909
Citire din Ruta.csv  ,  2020-06-11 15:26:01.909
Citire din Masina.csv  ,  2020-06-11 15:26:01.909
Citire din Oras.csv  ,  2020-06-11 15:26:42.797
Citire din Ruta.csv  ,  2020-06-11 15:26:42.797
Citire din Masina.csv  ,  2020-06-11 15:26:42.797
Citire din Oras.csv  ,  2020-06-11 15:27:39.419
Citire din Ruta.csv  ,  2020-06-11 15:27:39.419
Citire din Masina.csv  ,  2020-06-11 15:27:39.419
Citire din Oras.csv  ,  2020-06-11 15:28:27.616
Citire din Ruta.csv  ,  2020-06-11 15:28:27.616
Citire din Masina.csv  ,  2020-06-11 15:28:27.616
Citire din Oras.csv  ,  2020-06-11 15:29:49.559
Citire din Ruta.csv  ,  2020-06-11 15:29:49.559
Citire din Masina.csv  ,  2020-06-11 15:29:49.559
Citire din Oras.csv  ,  2020-06-11 15:30:32.09
Citire din Ruta.csv  ,  2020-06-11 15:30:32.09
Citire din Masina.csv  ,  2020-06-11 15:30:32.09
Citire din Oras.csv  ,  2020-06-11 15:31:39.473
Citire din Ruta.csv  ,  2020-06-11 15:31:39.473
Citire din Masina.csv  ,  2020-06-11 15:31:39.473
Citire din Oras.csv  ,  2020-06-11 15:31:58.317
Citire din Ruta.csv  ,  2020-06-11 15:31:58.317
Citire din Masina.csv  ,  2020-06-11 15:31:58.317
Citire din Oras.csv  ,  2020-06-11 15:33:44.843
Citire din Ruta.csv  ,  2020-06-11 15:33:44.843
Citire din Masina.csv  ,  2020-06-11 15:33:44.843
Citire din Oras.csv  ,  2020-06-11 15:34:10.158
Citire din Ruta.csv  ,  2020-06-11 15:34:10.158
Citire din Masina.csv  ,  2020-06-11 15:34:10.158
Citire din Oras.csv  ,  2020-06-11 15:34:18.203
Citire din Ruta.csv  ,  2020-06-11 15:34:18.203
Citire din Masina.csv  ,  2020-06-11 15:34:18.203
Citire din Oras.csv  ,  2020-06-11 15:38:59.744
Citire din Ruta.csv  ,  2020-06-11 15:38:59.744
Citire din Masina.csv  ,  2020-06-11 15:38:59.744
Citire din Oras.csv  ,  2020-06-11 15:43:14.387
Citire din Ruta.csv  ,  2020-06-11 15:43:14.387
Citire din Masina.csv  ,  2020-06-11 15:43:14.387
Citire din Oras.csv  ,  2020-06-11 15:43:27.867
Citire din Ruta.csv  ,  2020-06-11 15:43:27.867
Citire din Masina.csv  ,  2020-06-11 15:43:27.867
Citire din Oras.csv  ,  2020-06-11 15:43:59.731
Citire din Ruta.csv  ,  2020-06-11 15:43:59.731
Citire din Masina.csv  ,  2020-06-11 15:43:59.731
